"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"1",342.810416684011,344.209128656432,342.459760361262,343.405182508232,342.899573287799,344.483681336612,343.033141440342,342.846709075305,342.030217319204,342.061724085705,342.792971664431,342.653959610682,342.526648861165,342.614919639286,342.805174017106,344.445687055487,342.804389807133,342.530043110007,342.506894967478,342.195608309798,342.2288939615,342.426976769945,342.948176477263,342.614376273575,342.700446047187,342.730175643832,342.543973101911,342.876616232055,342.080354138672,341.950725894534,342.531134736671,342.480509125202,342.474345501612,342.74850179814,342.707055461269,342.769234922413,342.350611669968,342.47273320937,342.679494060456,342.299229276658,342.100174368218,342.557679403962,344.306840301021,342.283242157641,345.336598578763,342.253660380555,342.317824171682,342.01756788435,342.134416202478,342.21527972199
"2",342.692414979589,342.286901164711,341.994746873993,341.70673026685,342.519662038736,344.0233421284,343.303853536012,342.258208241886,342.699309624784,342.971230497872,344.641024926498,342.775676056652,344.219313698356,342.527501841729,342.0027716978,342.311708657332,344.802738591502,344.76847931348,342.849695950874,342.742169026183,342.20835811166,342.208252731359,342.602084593322,342.469733605082,342.18001689609,342.168086202054,342.804419117515,341.84911453638,342.623487279041,342.438235422652,342.57654983576,342.602322934591,342.352996311851,342.875784271057,341.592493299777,342.018767922723,342.088352834495,342.633555876089,343.302621185127,342.128646088167,342.979507941223,342.806782888511,342.588885346895,343.642788686156,342.408495796237,345.15962562485,342.226651654913,342.078350911919,341.908177047929,342.645594165658
"3",341.822823133867,342.154989386201,344.488271676591,344.312349500064,343.085734969289,343.227905804996,342.354546468294,344.410209735113,342.500627196972,342.46651267678,342.236521392244,342.074124546407,342.011874064386,342.459988370862,342.542660643382,342.3696718467,344.069838586843,343.101024865299,344.402909997693,344.488499397772,342.540016799796,342.684245825662,342.812116199993,342.418819064162,342.725670733865,343.000509521332,342.98867335517,343.162786538549,342.215836425493,342.381352919837,342.227741252786,342.118583070754,342.535661329923,342.066421066401,341.95727803743,342.534485927786,342.345795796951,342.242119925793,342.60978002957,342.77953675392,342.890804680067,342.612623018481,342.405997726587,342.396470368367,345.369180241581,341.840879179063,342.65416145147,342.504713427083,343.008520150945,343.412817762344
"4",342.465652259012,342.728596865764,342.76595564414,343.105636161829,342.429302501192,342.637051126573,341.95532235003,342.194491766081,342.685464181614,342.217589086561,342.961566794127,342.221076232815,341.936139647084,343.258664522082,341.909079470729,342.385502900472,342.638833686733,342.222519818843,343.312607167042,342.584212314113,344.1521919507,342.313397446115,342.371299213133,342.455474931229,342.697737291484,342.438989942672,342.650610428418,342.37466120614,342.21503380136,344.362391578299,343.015051406845,342.845030114899,342.194176102984,344.263193482429,342.88044036385,342.449116058901,342.534359880313,342.138962570476,344.368516293562,342.288651370984,342.463544370979,342.16851194596,341.929258571515,342.559271312998,341.755028363165,345.049714175262,342.669166267353,342.671164677938,342.152553504544,342.527624873687
"5",342.036068950897,342.591863361073,344.180103735727,342.340262999119,342.606007705721,342.553130777965,342.64889341051,341.937437906075,341.96380424201,343.212518231484,342.629855607962,342.975300278817,342.257636037395,343.112436840989,341.953782538671,342.540662667796,342.312300087271,342.815444818827,342.110952545404,342.695179329254,342.080310888796,342.594522180307,342.526620239172,342.50819041604,342.434086402027,342.60935540753,343.019137659762,342.454901293039,343.084926285921,342.280661549715,342.855780824895,342.850890395132,344.532485060151,342.721792576407,342.618398123848,342.477878342162,342.37007466525,342.367015881781,342.377580583266,342.611754883733,342.174370843695,342.713445588024,342.538118839701,342.928306690709,344.860471004894,342.244323164908,342.782678422206,342.223713078262,342.622533536757,342.346157444138
"6",344.393241713535,342.71816807497,342.49916532028,342.414181596349,343.188460500173,342.577385221972,342.535016625888,342.052314711778,344.300697246897,343.366527000361,342.252929780004,342.396937523387,342.667593950808,342.539156821136,342.189314744604,342.557872771054,342.359979975995,342.653563938773,342.683910328722,342.845647626265,342.749467342104,344.099298925675,342.37185994953,342.536369154372,342.414773163422,342.407115063052,342.426502252874,342.257888229617,342.231608185183,342.433937047367,342.847784644898,342.597551426478,342.862865053972,343.47852668897,344.684658662799,342.58264111543,344.603572575995,342.280313648756,342.277189279677,342.602907120453,342.74533744484,342.416473818731,342.490562106598,342.127670019833,346.446161714846,342.754211467945,343.947668925477,343.009458981802,342.266400359062,342.421061897838
"7",342.606936629724,342.342950148927,342.731291530664,342.499650693667,342.376978570549,344.013290860576,342.475771691827,342.675491668318,342.653105192482,342.387475940618,342.291142686628,344.485952635746,342.889386874602,342.021328021878,342.69712529778,342.943503118074,342.353203994244,342.577826305695,343.031667029778,342.262259200391,341.969440111883,342.590493823229,344.252527371383,342.667739011315,342.510415913468,342.091694460985,342.6080024951,342.855939635239,342.155940106402,342.788647118249,342.677164050152,342.234769954045,342.547948914386,342.043887686778,342.421753104877,342.109047561074,342.878119415174,342.887815487905,344.879921369974,342.891236074959,343.981613113567,342.04058285593,343.211483565745,342.532566923674,345.135577540923,342.520823817908,342.067242750792,342.774264695513,342.325217473288,342.132464110476
"8",342.676592743873,342.731253439168,342.968858485024,342.309703628987,342.550755186352,342.710157276627,343.009485828953,342.553557138735,342.822757131933,342.398111456673,342.316000400651,342.165935596341,341.669028434301,342.232859934017,342.637965066346,342.244676167742,342.14572861521,342.359264744689,342.626244220699,342.173287356856,342.55292931545,343.003834751419,342.255318221566,342.896533049349,342.438429680997,342.188678737658,342.164587354917,342.699574078587,342.149419251738,342.2678947483,342.502056537548,342.476066917972,342.510055611138,342.430947601607,342.371632339361,342.128830058652,342.754375573813,343.082164855392,342.956350947263,344.717291233298,342.941271539174,342.652981597643,342.910343334018,343.258309718805,345.161518289349,342.658651850194,342.623211170254,342.738738090425,342.05093006633,343.166075294907
"9",342.847384445089,343.057598795537,342.450196052922,342.830056377443,342.586223931906,342.457012858233,344.457346583965,342.377764266743,341.549056693184,342.5795668687,342.523957752383,344.03198239746,342.321180708125,342.311751521893,343.01718590782,342.346583904062,342.220809051501,342.316575001637,341.920630691475,342.443618892306,344.398597654099,342.190426901435,343.537117909291,342.332361714356,342.440424335666,343.360653698842,343.121864532967,341.887269959769,343.015085348326,342.676779576449,343.18447491665,342.442710960064,342.480721572672,342.899645023049,342.333496824083,342.564377261166,342.796392219951,342.709717381116,342.654449240592,344.758975691389,345.113028895212,342.370834017614,343.169482420828,344.697529543669,342.647717688319,342.057711231664,342.802526454233,342.487591410278,342.436916254591,342.166900977641
"10",342.808840951318,342.454651454691,343.0774633336,342.307992379799,342.72523395861,342.355577950026,342.363796418373,342.529831258756,342.522618161729,343.029249950025,342.410457266351,342.234317297389,342.647615259769,343.82155213919,342.799015416831,344.457129195853,342.549361385678,342.649325266911,344.543977425242,342.646882083539,342.21685178125,342.400322703723,344.444647107081,342.930846770202,342.380922173233,342.625260940381,342.41674283074,342.345689453018,342.369697361422,343.145077991659,342.261673838278,342.253463273854,344.030790843583,344.56536967613,344.315326679715,344.53325730774,342.811754935493,344.741128048027,344.44193937438,342.348539394765,342.106772278378,345.283648793242,346.280616209799,342.879335102005,342.454584712082,342.458077127286,342.472586803516,342.44818505466,342.293810163357,342.719905779945
"11",342.963613029516,342.472145471686,343.520121916012,344.386582536652,342.481015548932,344.151589948348,342.464630507621,342.532552718675,342.388128726987,342.507917748363,342.517487296635,342.036634449445,342.397518418124,342.618421495622,342.625693168918,342.538767841559,342.027935188197,342.593289785458,342.853064619019,342.491159738693,342.383442505726,342.589107526254,343.270528060803,342.452691327431,342.935779972316,342.229541775486,342.553115793551,342.224168081435,342.206448341557,343.982432256335,342.837397431683,344.633348836621,342.540277898995,342.967575151106,342.509671137064,341.885866608586,343.195466058852,342.395103399694,342.486135601706,342.283319240253,342.756129296101,344.945956698958,342.509206958537,342.272519888145,342.497193287248,342.520251521477,343.15112150714,342.411902959604,342.550020568762,342.71886893585
"12",342.422216093048,342.418474019004,342.830544669455,343.457867319993,342.356836120068,342.041136995383,341.970946397035,341.805985649547,342.679568206533,342.824614455631,342.408312758438,341.942130383957,342.357777205721,342.614531898851,342.19178150714,341.625263054014,342.386429320202,342.813042483955,342.388536244779,342.462203930547,343.046549714104,342.931174751977,342.516148596529,342.77245184043,342.239611059282,342.41436751129,342.392838660737,342.129584208346,342.442016991111,342.272108500541,342.457857180092,342.395418762086,342.203909960696,342.525150439886,342.666692353963,342.503091525145,342.36399821193,342.523816287602,343.205844997164,344.461527388927,342.990674039254,344.325745308263,342.40734673398,343.042456166429,344.306690615285,342.646180869846,342.629829652412,342.813422481173,342.805773167108,342.382004222132
"13",342.377755738607,343.080349072097,342.238557946978,342.577418855999,342.448458457201,342.281648001937,342.628558306252,342.008790512234,342.961291853237,342.565073286122,342.590349751469,342.412713378191,342.814311561743,342.230001875229,344.386425328589,342.357038406985,342.417474275265,342.639923785549,342.332095010402,342.452256925928,342.090962956763,342.579375434663,344.113575029047,341.976059964546,342.5769945564,342.572871827919,342.501839119742,342.532040568042,344.330929669964,342.040398734284,342.709974717798,344.473542865603,342.563767672596,342.485888182421,344.134662970455,342.466682494871,342.404762854185,342.515829431471,344.343397826712,342.099259501506,342.578221648864,342.943471433592,343.245088796545,342.209030612209,342.239491469623,342.574866290814,342.183279402322,342.516261731637,342.485129975528,342.085603960947
"14",342.448576285694,344.56040302369,343.169787979097,342.229484306205,342.957664237695,342.370460276251,342.353209678921,344.594823914459,342.540156041618,342.25508511524,342.39741203379,342.55802382782,342.344004581081,342.791228402642,342.821048001247,342.458920603008,342.902555331576,342.247043099927,341.891693280614,342.331271396688,342.75420659766,342.383836663164,342.801117850909,342.165439679124,342.73479511649,342.324313564539,343.095447278379,343.186310487782,342.53058940957,342.357802501371,342.981677993955,342.087485750398,342.554317357281,342.822784651739,342.51889759825,342.573707919613,343.208508395701,344.054642073166,344.413118856015,342.738223767132,342.520141856636,342.563139437621,342.507261444131,344.381230300453,342.602582434859,342.334286833793,341.956675728464,342.424713970351,342.847663500718,344.069624465258
"15",342.198217310863,342.667781934485,342.356820119421,343.406074679576,342.502473773238,342.830586087042,341.918178839471,342.044421828165,342.247108084073,342.361868000229,342.588078774064,342.113705125611,342.342198042281,342.824626977679,342.394935712875,342.407819920214,344.371291793425,342.694247037586,341.937643320857,343.447652184717,343.187472946988,342.342138965238,342.177832314517,344.237303672384,342.611549602658,343.214811552921,342.072771930838,342.319561302178,342.907831440411,342.44102388776,344.00351970271,342.755700792296,343.029779521251,342.507580727636,342.766255451054,342.360454582651,342.637183635974,342.2658661625,342.717624661736,342.616406315014,342.529110317151,341.965960787368,342.951067136112,343.331745770668,343.428898152083,342.856346550202,342.284318560578,342.087877600985,342.657446030297,342.743404357866
"16",345.13659539667,342.772100082281,341.957992569241,342.452726141647,342.494759655569,341.991771101184,342.414019713038,342.698002052395,342.248935344943,342.584080557165,343.004676000518,343.104441806199,342.798637749366,342.564916922567,342.49200188855,342.442616713476,342.639062899677,342.776515921738,342.220824215488,342.395007104532,342.474322815341,342.704807780355,342.168021628791,342.661583086829,342.482998233206,342.418404399153,342.824211205239,342.48082256177,342.458475706543,343.029164125107,342.893041286694,342.006897640189,343.250562860044,342.660700680507,342.790065596304,342.394639034301,342.646351069006,341.979153865493,342.555279143154,342.668098520891,342.554585407052,342.6894852878,342.597607292484,342.616163901622,342.58884369528,342.599223788566,342.56468605768,343.315394555907,342.389479530308,342.494513231707
"17",342.527442653004,344.711498048092,342.455638859457,342.662073470047,342.465110944355,342.868694001134,341.853786876212,342.220818572193,344.108698978557,342.557791274987,341.443093102343,342.385367426883,342.557108168616,342.319508932891,342.150381423377,341.930658714583,342.316606766074,342.443120954389,342.532336224802,342.550214722163,341.671489462039,343.326004621981,342.71223210385,342.67589027215,342.938148325389,342.20973038402,342.561458064003,342.478730411823,342.405888443997,342.498898187916,342.26517827388,343.145511249639,343.007984826644,342.633732689167,342.129980152981,342.952481709404,342.377257310535,342.304413532816,342.779831695231,342.520665696029,342.581464495141,342.882146027319,342.309775888514,342.664939172638,342.091399654969,342.367041339353,342.157928177295,342.878839433253,342.647507423202,342.53908372564
"18",342.47886114576,342.787177261139,345.090297891647,344.021798589842,342.434653474561,342.187529802912,344.367889249428,341.805857094157,342.12492807955,342.404873862764,342.306232282701,342.476488647798,342.385098049997,343.71725568787,342.548956832608,342.64295049187,342.435498462365,342.202887988968,342.819270147365,342.574068335744,342.374784147403,342.381997345599,342.445600305196,342.35037792513,342.385159732345,342.232806264652,342.451058427824,342.056500040234,341.993902799633,342.279945032521,342.957972374907,342.588871586359,344.321485859705,342.661854032235,342.906049873335,342.460657150868,342.541601206222,342.760560206064,342.635981161143,342.475669272026,342.527458567061,342.421825336806,342.277126447187,342.802729097556,342.319439993692,342.183129821594,342.168031376279,342.159520774111,343.465753235915,343.550941151422
