"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"1",-0.465481235200452,-0.0340589068279174,0.405867840908845,0.0335655238230261,-0.151144072557608,-0.16195528659124,-0.444444291638614,-0.0480843620155602,0.0870710669946527,-0.269544543289749,-0.099877605839587,0.321027009255307,-0.173219260577348,-0.181132689903698,-0.211213183877056,-0.0489014895225144,-0.198290114518057,0.0269635734384159,-0.0175532641074839,0.525315729027737,-0.200722325267258,-0.0567281172304558,-0.362710695218637,-0.168911316728117,-0.245049296039455,0.00675394436322544,-0.0459229458344461,0.0293461991160125,0.0286221092392119,-0.094220525860808,0.0551772753019904,0.0505549640692873,-0.101365085224134,-0.12374357087763,-0.0786845443657087,-0.314841689702906,-0.149096473536778,-0.38833908423642,-0.210001259941908,-0.0425923711222572,-0.144635096753639,-0.12730069845894,-0.358137417063172,-0.413213734343384,-0.148516618689423,0.00642023687391738,0.150266588750985,-0.266331166037044,0.288321324442362,0.121805413315078
"2",-0.427698948622409,0.0357261949474503,-0.485994655148016,-0.270143095740211,0.153237867571757,0.481558097708131,-0.177674959906787,-0.299614226689169,-0.324222191581899,-0.0733564029081894,0.0223770440290404,-0.293406421699736,-0.252018108868734,-0.0526933782025038,-0.139351881211461,0.137791021483993,-0.316454817738095,-0.136689086746692,-0.277035205203139,0.0200990847304156,-0.0852900618021108,-0.291411626076215,-0.43010993819021,-0.38426359871135,0.0530375874305797,0.0535289828989617,-0.0593660493093928,-0.0650127608494153,-0.567066733629333,-0.0500543922984723,0.142884550881578,-0.162687518227624,-0.234186766516598,0.193754468640522,-0.223699375035099,-0.295342722473273,0.149307635989416,-0.338973336040678,-0.398674553104672,0.0779022825331541,-0.119254271436003,0.237958678035648,-0.282127885661433,-0.326769868024377,-0.198266047548986,-0.0850925605088105,-0.260012542060766,-0.374675322740101,0.15283786087267,-0.26759821948232
"3",-0.36758021948998,-0.303797840957788,-0.251533560770518,-0.213468769127902,0.164791375844653,-0.349801518067535,0.487245260861649,-0.268759842353648,-0.318696113530902,-0.533784955849463,-0.061198268081519,-0.208842816614865,0.0452213170692292,-0.276947669498883,0.0854721696184256,-0.0174885031489631,0.0627935979645519,-0.0398007777544959,-0.387253447326295,-0.0415132774967663,-0.402209934119266,-0.192685215575042,0.427669202273774,0.330463092060808,-0.178325381686069,-0.192879143227402,-0.217117193832095,-0.00582722793574355,0.485708651370572,-0.298667111359685,0.113501064252494,-0.273287188031946,0.17536683315497,-0.145084151683792,-0.0841945019655154,-0.0658392939777987,-0.149857093967518,-0.218070008297915,-0.195330389432168,-0.179919945162164,-0.0446742606961368,-0.252600412198384,0.0626923772976174,-0.523828585017229,-0.0861554142526494,-0.497352302808539,-0.28628052338662,0.165277769363252,0.0230055632965293,-0.422144016226935
"4",-0.226175252267548,-0.23238591686801,-0.434592461736957,-0.100316553711417,-0.388797715701792,-0.501606503409882,-0.113033750844659,-0.109263293495253,-0.142397094439313,-0.149704902991846,-0.111388984460899,-0.119710197192052,-0.235006235813251,0.42030983015723,-0.219713630739946,0.221340255430174,-0.435831390827331,0.198146200336181,-0.200176541720771,-0.130001740743022,-0.112072498431932,-0.125245120551861,-0.446455157222073,-0.140530386741406,0.171759468937918,-0.0937476993115267,-0.416388653209818,0.0726128369670793,-0.314481997681648,-0.226819358703384,-0.359309229739127,0.0341721406293451,-0.2935572391189,-0.17550413189832,-0.579720417514416,-0.355847313650383,-0.205548594062461,-0.131322838811841,0.0933375850648472,-0.17480016435196,-0.102485374793963,-0.386124336310598,-0.317621055885457,-0.169175814028713,-0.00570058793632212,-0.286985266061932,-0.119303454147037,0.28119139677884,-0.397886763039823,0.00116997532600587
"5",-0.262652893523962,-0.427155441383851,-0.335535502398115,-0.208309974641719,-0.273593429451863,-0.546013131003192,0.0453461923970426,-0.428265534939338,-0.266246970999982,-0.382076950142825,-0.528777405235497,-0.260879421404814,-0.0857255597150701,-0.553167932863085,0.0282003170267451,0.0887848515940078,-0.122202656999206,-0.0449136895432636,0.013081902810767,-0.188432189138474,-0.270008406532325,-0.133303163525977,-0.0613987985341148,-0.069331412616745,0.0217448476711086,-0.116518691646611,-0.407076478586909,-0.340923599558069,0.100632205736698,-0.0226802560215698,-0.0136728801698119,-0.244062853217571,-0.117544083522487,0.111835960135615,-0.273275117270055,0.134166857408269,-0.107830700885298,-0.0215477835731483,-0.103682653603333,0.199589245518444,-0.186181413674124,-0.400152197095848,0.0447479894030434,-0.113443634645468,0.00299715947490733,-0.246173322033585,-0.107360662289022,-0.186156388434317,-0.387892701441831,0.202339093572368
"6",0.0220986792699584,-0.186442979794233,-0.154982061441258,0.181357812429263,-0.364652256335832,-0.157693605101371,-0.00528463994956984,-0.0733837642096689,-0.176356930571995,-0.338663569756291,-0.426303741146389,-0.490425413488296,0.165319175418995,-0.220844167375189,-0.437232575574834,-0.300441410442781,-0.391374818457328,-0.182426547473373,-0.129922011838319,-0.17989105583409,-0.112537339046776,-0.168752719222159,-0.00278484414643534,-0.368584907640546,-0.209800226484086,-0.405407002239903,0.275145310453419,-0.0155621412965313,-0.151779459338948,-0.43434320572727,-0.365768084417923,-0.17403955411818,-0.1229953334923,0.116818051398214,-0.31665341651911,-0.158864497043604,-0.115427959520873,-0.225279885815016,0.069302949170958,-0.0626034502526551,-0.11077415091547,0.00454575239406346,-0.238261149420057,0.0619328680217324,-0.19961934972681,-0.115539770506737,-0.32922051116303,-0.142796542850088,-0.100593431240217,-0.112736401139669
"7",-0.226604482927638,0.146386699500214,0.0428207505593463,-0.291823994268541,-0.43751894828456,-0.252239412003212,0.24390899715983,0.123004032957064,-0.515809262899137,-0.196463322179066,-0.0299321760759575,-0.319596236380801,0.14425319180477,-0.148026871227676,-0.298761376091208,0.0308688225287814,0.127232564305149,0.090904269914483,-0.208832435974783,-0.270786860150495,-0.190039582302822,-0.25619692499602,-0.411906756641156,-0.155232328849062,-0.179303453177445,-0.0472040320797307,0.162009131893979,0.113317562220513,-0.13724463710301,-0.378266546640536,-0.0497582583746948,0.457559949529285,0.00640125803201987,-0.0701478814267844,0.0107466608328973,0.0832944617015717,0.199920264300778,-0.0107319650196321,-0.0293168415350417,-0.213913574940593,-0.375379585160762,-0.45936148021767,-0.181645629972733,0.363187666478831,-0.0300159503219622,-0.106040395393127,-0.0028913969061742,-0.274886867106199,-0.177940423212875,-0.101057525048824
"8",0.019119555370638,-0.20703139468904,-0.0378824453211201,-0.381262302577482,-0.16665143345625,-0.0250083987189036,-0.370422283956813,-0.130093904283847,-0.13912446470289,0.0685345942478978,-0.315179688865126,0.0985728775495851,-0.297716231960578,-0.000386380265494219,-0.0656677375895386,-0.335052599349431,0.101501433164416,-0.279661105081233,0.2437598641486,-0.532409395550251,-0.308469909542882,-0.254105151004823,-0.325110378390231,0.128702224751657,-0.337224463317571,-0.467567096739014,0.396333041742393,-0.158868630489676,0.301494640274315,-0.0250992203541645,-0.191525695116117,-0.381362669486359,0.130187655701614,-0.26000007015673,-0.404118786496075,0.429391142679087,-0.312370769241876,0.0890282676466104,0.248579117720043,-0.197327126511044,-0.434601285564428,-0.00874033245086246,0.106797140747501,-0.431298428332713,0.0986902922119569,-0.198851179067261,-0.201356080298003,0.0171636196672216,-0.260816975310722,-0.264331479988837
"9",-0.316565977238146,-0.209818902340018,-0.273704685598695,-0.280973388893348,-0.329304010411866,-0.430577236944115,0.0671258032912548,-0.122089927550394,0.0404157211081921,-0.158321324032261,-0.188940652196143,-0.356081289238511,-0.396469367745142,-0.284698167505391,-0.522437411981472,-0.33010253720797,-0.292833971139285,-0.411200141706812,-0.149679775130088,0.338435585465902,-0.0223738909242316,-0.104552926216347,-0.213622633378572,-0.246752239746937,-0.398679975434626,-0.317694418197395,-0.185588014604955,-0.112470121333383,-0.430364019771672,-0.574475907046397,-0.0250922490301933,0.0365432749788914,0.0905334642216468,0.250051535080384,-0.163246986210849,-0.291876001929352,-0.235607860678998,0.416003429049702,0.447351619340595,-0.0599891301496469,-0.00705436296176578,-0.388407696049528,-0.452903154974311,-0.150130433892541,-0.254618111924472,-0.0770008221519828,-0.341991615858203,0.121397107511507,-0.124987154878901,-0.299762986014875
"10",-0.0871784847612966,0.0490277593482275,-0.528575045319672,-0.220647543189532,-0.0345143736625931,-0.113872242605867,-0.122860098344899,-0.164037449454025,0.348628193697519,-0.223723813350691,-0.126009661506669,-0.37571028493483,-0.374692111491348,-0.379074146654733,0.0269189422425609,-0.0829305629919028,-0.180676333746389,-0.412697800590093,-0.391098971814449,0.0153560848266678,0.0436016202894319,-0.339120726609942,-0.22540975678481,0.174160858167756,-0.405408906954847,-0.270707630152016,0.000675765545892603,0.201911748464655,-0.43694253662541,-0.429824465051815,-0.386304219599129,-0.00670264356232658,-0.261998076912001,-0.148080626006316,-0.26428673165447,-0.42912954986527,0.0649578091800599,0.134171505423758,-0.0196248721105141,-0.0406924851739042,-0.00378115047540663,0.201917029733051,-0.356589116038769,-0.442093951804183,-0.550946670503957,-0.242101318655269,-0.112463775955697,-0.130426288643167,-0.409089825013239,-0.435271784353084
